id,text,labels,group,split,genre_top,subset
3777,"Track: Volant. Artist: La Troba Kung-Fu. Album: Live at WFMU on Rob Weisberg's Show on 10/18/2008. From BCN, Spain. Tags: la troba kung-fu.",International|Latin America,La Troba Kung-Fu,train,International,small
3778,"Track: Calor Calor. Artist: La Troba Kung-Fu. Album: Live at WFMU on Rob Weisberg's Show on 10/18/2008. From BCN, Spain. Tags: la troba kung-fu.",International|Latin America,La Troba Kung-Fu,train,International,small
3779,"Track: Rock Rumba. Artist: La Troba Kung-Fu. Album: Live at WFMU on Rob Weisberg's Show on 10/18/2008. From BCN, Spain. Tags: la troba kung-fu.",International|Latin America,La Troba Kung-Fu,train,International,small
3832,Track: Bedoin Song. Artist: Lior. Album: Live at WFMU on Irene Trudel's show 10/27/2008. Tags: lior.,Folk,Lior,train,Folk,small
3833,"Track: Track 01. Artist: Lightning Bolt. Album: Live at WFMU on Brian Turner's Show on 2/27/2001. From Providence, RI. Tags: providence, providence ri, providence noise rock, lightning bolt.",Rock,Lightning Bolt,train,Rock,small
3840,"Track: Track 08. Artist: Lightning Bolt. Album: Live at WFMU on Brian Turner's Show on 2/27/2001. From Providence, RI. Tags: providence, providence ri, providence noise rock, lightning bolt.",Rock,Lightning Bolt,train,Rock,small
3880,"Track: Crawling. Artist: Mary Halvorson and Jessica Pavone. Album: Live at WFMU on Bethany's Show on 9/10/2006. From Brooklyn, NY. Tags: mary halvorson and jessica pavone.",Folk,Mary Halvorson and Jessica Pavone,train,Folk,small
3895,"Track: Invitita and de Cingheri from Transylvania. Artist: MetroFolk. Album: MetroFolk Live at Barbes on Rob Weisberg's Show 5/17/2008. From Brooklyn, NY. Tags: metrofolk.",International|Balkan,MetroFolk,train,International,small
3896,"Track: Gypsy Csardas and Men's Dances from Kalotaszeg. Artist: MetroFolk. Album: MetroFolk Live at Barbes on Rob Weisberg's Show 5/17/2008. From Brooklyn, NY. Tags: metrofolk.",International|Balkan,MetroFolk,train,International,small
3904,Track: Sometimes. Artist: Michael Chapman. Album: Live at WFMU on Hatch's Show on 12/12/2005. Tags: michael chapman.,Folk,Michael Chapman,train,Folk,small
3905,Track: Twisted Road. Artist: Michael Chapman. Album: Live at WFMU on Irene Trudel's Show on 10/13/2008. Tags: michael chapman.,Folk,Michael Chapman,train,Folk,small
3906,Track: Sometimes. Artist: Michael Chapman. Album: Live at WFMU on Irene Trudel's Show on 10/13/2008. Tags: michael chapman.,Folk,Michael Chapman,train,Folk,small
3908,Track: Caddo Lake. Artist: Michael Chapman. Album: Live at WFMU on Irene Trudel's Show on 10/13/2008. Tags: michael chapman.,Folk,Michael Chapman,train,Folk,small
3909,Track: Dewbury Road / That Time of Night. Artist: Michael Chapman. Album: Live at WFMU on Irene Trudel's Show on 10/13/2008. Tags: michael chapman.,Folk,Michael Chapman,train,Folk,small
3910,Track: Kodak Ghosts. Artist: Michael Chapman. Album: Live at WFMU on Hatch's Show on 12/12/2005. Tags: michael chapman.,Folk,Michael Chapman,train,Folk,small
3911,Track: Dust Devils. Artist: Michael Chapman. Album: Live at WFMU on Irene Trudel's Show on 10/13/2008. Tags: michael chapman.,Folk,Michael Chapman,train,Folk,small
3912,Track: Fahey's Flag. Artist: Michael Chapman. Album: Live at WFMU on Hatch's Show on 12/12/2005. Tags: michael chapman.,Folk,Michael Chapman,train,Folk,small
3913,Track: Memhpis in Winter. Artist: Michael Chapman. Album: Live at WFMU on Hatch's Show on 12/12/2005. Tags: michael chapman.,Folk,Michael Chapman,train,Folk,small
3920,"Track: Fragrant Rota. Artist: Michael Holt. Album: Live at WFMU on Irene Trudel's Show on 9/10/2007. From Toronto, ON Canada. Tags: michael holt.",Folk,Michael Holt,train,Folk,small
3921,"Track: Hiawatha's Lullaby. Artist: Michael Holt. Album: Live at WFMU on Irene Trudel's Show on 9/10/2007. From Toronto, ON Canada. Tags: michael holt.",Folk,Michael Holt,train,Folk,small
3950,"Track: Click Click Bang Bang. Artist: Miss Derringer. Album: Live at WFMU of Joe Belock's Show 6/19/2008. From Los Angeles, CA. Tags: miss derringer.",Rock|Garage,Miss Derringer,train,Rock,small
4013,"Track: Ravens. Artist: Nalle. Album: Live at WFMU on Irene Trudel's Show on 3/31/2008. From Glasgow, Scotland. Tags: nalle.",Folk,Nalle,train,Folk,small
4017,"Track: New Roots. Artist: Nalle. Album: Live at WFMU on Irene Trudel's Show on 3/31/2008. From Glasgow, Scotland. Tags: nalle.",Folk,Nalle,train,Folk,small
4022,"Track: Can't Tell No One. Artist: Negative Approach. Album: Live at WFMU on Brian Turner's Show on 5/27/2008. From Detroit, MI. Tags: negative approach.",Punk|Rock|Hardcore,Negative Approach,val,Rock,small
4037,Track: Oh! Mighty Engine. Artist: Neil Halstead. Album: Live at WFMU on Irene Trudel's Show 11/10/08. Tags: neil halstead.,Folk|Singer-Songwriter,Neil Halstead,train,Folk,small
4066,"Track: Soleade. Artist: Peter Walker. Album: Live at WFMU on Irene Trudel's Show on 6/9/2008. Tags: fingerstyle guitar, peter walker.",Psych-Folk|Folk,Peter Walker,train,Folk,small
4067,"Track: Por Rosa. Artist: Peter Walker. Album: Live at WFMU on Irene Trudel's Show on 6/9/2008. Tags: fingerstyle guitar, peter walker.",Psych-Folk|Folk,Peter Walker,train,Folk,small
4068,"Track: Alegrias Variation. Artist: Peter Walker. Album: Live at WFMU on Irene Trudel's Show on 6/9/2008. Tags: fingerstyle guitar, peter walker.",Psych-Folk|Folk,Peter Walker,train,Folk,small
4069,"Track: Tune on Karen Dalton's Guitar. Artist: Peter Walker. Album: Live at WFMU on Irene Trudel's Show on 6/9/2008. Tags: fingerstyle guitar, peter walker.",Psych-Folk|Folk,Peter Walker,train,Folk,small
4070,Track: Nuevos Ojos. Artist: Pistolera. Album: Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008. Tags: pistolera.,International|Latin America,Pistolera,train,International,small
4071,Track: Mentirosas. Artist: Pistolera. Album: Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008. Tags: pistolera.,International|Latin America,Pistolera,train,International,small
4072,Track: Tatuaje. Artist: Pistolera. Album: Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008. Tags: pistolera.,International|Latin America,Pistolera,train,International,small
4073,Track: Policia. Artist: Pistolera. Album: Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008. Tags: pistolera.,International|Latin America,Pistolera,train,International,small
4074,Track: Vieja. Artist: Pistolera. Album: Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008. Tags: pistolera.,International|Latin America,Pistolera,train,International,small
4075,Track: Un Momento. Artist: Pistolera. Album: Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008. Tags: pistolera.,International|Latin America,Pistolera,train,International,small
4076,Track: No te Olvidare. Artist: Pistolera. Album: Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008. Tags: pistolera.,International|Latin America,Pistolera,train,International,small
4077,Track: Algo Pa que te Olvides. Artist: Pistolera. Album: Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008. Tags: pistolera.,International|Latin America,Pistolera,train,International,small
4078,Track: No Suspires. Artist: Pistolera. Album: Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008. Tags: pistolera.,International|Latin America,Pistolera,train,International,small
4079,Track: Extranjero. Artist: Pistolera. Album: Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008. Tags: pistolera.,International|Latin America,Pistolera,train,International,small
4080,Track: Cazador. Artist: Pistolera. Album: Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008. Tags: pistolera.,International|Latin America,Pistolera,train,International,small
4091,"Track: 1864. Artist: Polka Madre. Album: Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008. From Portland, OR / Mexico City, Mexico. Tags: mexico, accordion, portland, polka madre, polka, mexico city, clarinet, balkan.",International|Balkan|Europe,Polka Madre,train,International,small
4092,"Track: Nina Olga Vodka. Artist: Polka Madre. Album: Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008. From Portland, OR / Mexico City, Mexico. Tags: mexico, accordion, portland, polka madre, polka, mexico city, clarinet, balkan.",International|Balkan|Europe,Polka Madre,train,International,small
4093,"Track: Amsterdam. Artist: Polka Madre. Album: Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008. From Portland, OR / Mexico City, Mexico. Tags: mexico, accordion, portland, polka madre, polka, mexico city, clarinet, balkan.",International|Balkan|Europe,Polka Madre,train,International,small
4094,"Track: Vida Propia. Artist: Polka Madre. Album: Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008. From Portland, OR / Mexico City, Mexico. Tags: mexico, accordion, portland, polka madre, polka, mexico city, clarinet, balkan.",International|Balkan|Europe,Polka Madre,train,International,small
4095,"Track: Funeral Brahms. Artist: Polka Madre. Album: Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008. From Portland, OR / Mexico City, Mexico. Tags: mexico, accordion, portland, polka madre, polka, mexico city, clarinet, balkan.",International|Balkan|Europe,Polka Madre,train,International,small
4096,"Track: La Fin Du Monde. Artist: Polka Madre. Album: Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008. From Portland, OR / Mexico City, Mexico. Tags: mexico, accordion, portland, polka madre, polka, mexico city, clarinet, balkan.",International|Balkan|Europe,Polka Madre,train,International,small
4097,"Track: Clammy Hands. Artist: Polka Madre. Album: Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008. From Portland, OR / Mexico City, Mexico. Tags: mexico, accordion, portland, polka madre, polka, mexico city, clarinet, balkan.",International|Balkan|Europe,Polka Madre,train,International,small
4098,"Track: Russo Trap. Artist: Polka Madre. Album: Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008. From Portland, OR / Mexico City, Mexico. Tags: mexico, accordion, portland, polka madre, polka, mexico city, clarinet, balkan.",International|Balkan|Europe,Polka Madre,train,International,small
4099,"Track: Stalin's Head. Artist: Polka Madre. Album: Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008. From Portland, OR / Mexico City, Mexico. Tags: mexico, accordion, portland, polka madre, polka, mexico city, clarinet, balkan.",International|Balkan|Europe,Polka Madre,train,International,small
4100,"Track: Gitanas Mojadas. Artist: Polka Madre. Album: Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008. From Portland, OR / Mexico City, Mexico. Tags: mexico, accordion, portland, polka madre, polka, mexico city, clarinet, balkan.",International|Balkan|Europe,Polka Madre,train,International,small
4101,"Track: Karjalainen Tanssi. Artist: Polka Madre. Album: Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008. From Portland, OR / Mexico City, Mexico. Tags: mexico, accordion, portland, polka madre, polka, mexico city, clarinet, balkan.",International|Balkan|Europe,Polka Madre,train,International,small
4102,"Track: Herasinkuoleena. Artist: Polka Madre. Album: Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008. From Portland, OR / Mexico City, Mexico. Tags: mexico, accordion, portland, polka madre, polka, mexico city, clarinet, balkan.",International|Balkan|Europe,Polka Madre,train,International,small
4103,"Track: Circo Del Siglo. Artist: Polka Madre. Album: Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008. From Portland, OR / Mexico City, Mexico. Tags: mexico, accordion, portland, polka madre, polka, mexico city, clarinet, balkan.",International|Balkan|Europe,Polka Madre,train,International,small
4108,"Track: New Wave Hippies. Artist: Psychedelic Horseshit. Album: Live at WFMU on Brian Turner's Show on 12/18/2007. From Columbus, OH. Tags: psychedelic horseshit.",Rock,Psychedelic Horseshit,test,Rock,small
4232,"Track: Bowmazan Ya Mahaba Bi Kidude song. Artist: The Sounds of Taraab. Album: Live at WFMU on Rob Weisberg's Show on 4/7/2007. From New York, NY. Tags: the sounds of taraab.",International|Middle East,The Sounds of Taraab,train,International,small
4233,"Track: Interview. Artist: The Sounds of Taraab. Album: Live at WFMU on Rob Weisberg's Show on 4/7/2007. From New York, NY. Tags: the sounds of taraab.",International|Middle East,The Sounds of Taraab,train,International,small
4234,"Track: Mapenzi Matamu. Artist: The Sounds of Taraab. Album: Live at WFMU on Rob Weisberg's Show on 4/7/2007. From New York, NY. Tags: the sounds of taraab.",International|Middle East,The Sounds of Taraab,train,International,small
4235,"Track: Kanilemaza Ikhwani Safaa. Artist: The Sounds of Taraab. Album: Live at WFMU on Rob Weisberg's Show on 4/7/2007. From New York, NY. Tags: the sounds of taraab.",International|Middle East,The Sounds of Taraab,train,International,small
4236,"Track: Enyi Wana Damu Sharmila and Black Star Orchestra. Artist: The Sounds of Taraab. Album: Live at WFMU on Rob Weisberg's Show on 4/7/2007. From New York, NY. Tags: the sounds of taraab.",International|Middle East,The Sounds of Taraab,train,International,small
4239,"Track: Shishituki. Artist: The Sounds of Taraab. Album: Live at WFMU on Rob Weisberg's Show on 4/7/2007. From New York, NY. Tags: the sounds of taraab.",International|Middle East,The Sounds of Taraab,train,International,small
4450,"Track: Adventures of Castle One. Artist: Twi the Humble Feather. Album: Live at WFMU on Bethany Ryker's Show on 10/5/2008. From New York, NY 10035. Tags: guitar, folk, acoustic guitar, manhattan, twi the humble feather.",Folk,Twi the Humble Feather,train,Folk,small
4507,Track: Mon Amant de St. Jean. Artist: Yan Yalego. Album: Yan Yalego Live at Barbes on Rob Weisberg's Show 5/17/2008. Tags: yan yalego.,International,Yan Yalego,train,International,small
4508,Track: Five Foot Two. Artist: Yan Yalego. Album: Yan Yalego Live at Barbes on Rob Weisberg's Show 5/17/2008. Tags: yan yalego.,International,Yan Yalego,train,International,small
4509,Track: Haricots. Artist: Yan Yalego. Album: Yan Yalego Live at Barbes on Rob Weisberg's Show 5/17/2008. Tags: yan yalego.,International,Yan Yalego,train,International,small
4510,Track: no title. Artist: Yan Yalego. Album: Yan Yalego Live at Barbes on Rob Weisberg's Show 5/17/2008. Tags: yan yalego.,International,Yan Yalego,train,International,small
4511,Track: Petit 'n Mwen. Artist: Yan Yalego. Album: Yan Yalego Live at Barbes on Rob Weisberg's Show 5/17/2008. Tags: yan yalego.,International,Yan Yalego,train,International,small
4519,"Track: Golden. Artist: High Places. Album: Live at WFMU on Marty McSorely's Show on 10/28/2008. From New York, NY; Los Angeles, California. Tags: high places.",Electronic,High Places,train,Electronic,small
4520,"Track: From Stardust to Sentience. Artist: High Places. Album: Live at WFMU on Marty McSorely's Show on 10/28/2008. From New York, NY; Los Angeles, California. Tags: high places.",Electronic,High Places,train,Electronic,small
4521,"Track: Namer. Artist: High Places. Album: Live at WFMU on Marty McSorely's Show on 10/28/2008. From New York, NY; Los Angeles, California. Tags: high places.",Electronic,High Places,train,Electronic,small
4522,"Track: Oceanus. Artist: High Places. Album: Live at WFMU on Marty McSorely's Show on 10/28/2008. From New York, NY; Los Angeles, California. Tags: high places.",Electronic,High Places,train,Electronic,small
4682,"Track: Asylum (Permanent Underclass). Artist: Dälek. Album: Live at WFMU on Mike's Show on 9/25/2004. From Newark, NY. Tags: dlek, dalek.",Hip-Hop,Dälek,train,Hip-Hop,small
4684,"Track: Eyes to Form Shadows. Artist: Dälek. Album: Live at WFMU on Mike's Show on 9/25/2004. From Newark, NY. Tags: dlek, dalek.",Hip-Hop,Dälek,train,Hip-Hop,small
4685,"Track: Ever Somber. Artist: Dälek. Album: Live at WFMU on Mike's Show on 9/25/2004. From Newark, NY. Tags: dlek, dalek.",Hip-Hop,Dälek,train,Hip-Hop,small
4688,"Track: Culture for Dollars. Artist: Dälek. Album: Live at WFMU on Mike's Show on 9/25/2004. From Newark, NY. Tags: dlek, dalek.",Hip-Hop,Dälek,train,Hip-Hop,small
4777,"Track: Firecracker. Artist: Half Japanese. Album: Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008. Tags: half japanese.",Rock,Half Japanese,train,Rock,small
4778,"Track: Too Much Fun. Artist: Half Japanese. Album: Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008. Tags: half japanese.",Rock,Half Japanese,train,Rock,small
4779,"Track: Secret Admirer. Artist: Half Japanese. Album: Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008. Tags: half japanese.",Rock,Half Japanese,train,Rock,small
4780,"Track: Too Much Adrenaline. Artist: Half Japanese. Album: Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008. Tags: half japanese.",Rock,Half Japanese,train,Rock,small
4781,"Track: No Big Deal. Artist: Half Japanese. Album: Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008. Tags: half japanese.",Rock,Half Japanese,train,Rock,small
4782,"Track: Thing With a Hook. Artist: Half Japanese. Album: Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008. Tags: half japanese.",Rock,Half Japanese,train,Rock,small
4784,"Track: Rosemary's Baby. Artist: Half Japanese. Album: Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008. Tags: half japanese.",Rock,Half Japanese,train,Rock,small
4785,"Track: I Know How It Feels...Bad. Artist: Half Japanese. Album: Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008. Tags: half japanese.",Rock,Half Japanese,train,Rock,small
