id,text,labels,group,split,start_s,end_s
-zA6LL78KYU,"The low quality recording features a folk song that consists of a passionate female vocal singing over harmonica solo, groovy bass, shimmering hi hats, punchy snare, boomy kicks, groovy electric guitar melody and some claps. It sounds passionate and joyful.",low quality|groovy bass|shimmering hi hats|punchy snare|passionate,-zA6LL78KYU,,120,130
0-7PyzhzuYQ,This is a bluegrass music piece. There is a mandolin playing the main tune as the lead while a banjo and an acoustic guitar are supporting it in the melodic background. There is a joyful feeling to this piece. It could be used in the soundtrack of a movie or a TV show with a rural setting. It could also be used in the background of pastoral social media content.,instrumental|acoustic guitar|easygoing,0-7PyzhzuYQ,,30,40
00M9FhCet6s,This children's song features a male voice singing the main melody. There are other voices singing backing vocals. This is accompanied by percussion playing a simple beat. A guitar strums the chords accenting the strums in between lines. The bass plays the root notes of the chords with a reggae feel. The keyboards play chords in the background. This song can be played at a children's party.,male voice|percussion|bass|moderate tempo,00M9FhCet6s,,100,110
01PzcPKT3_E,"The Jazz song features a saxophone solo melody played over shimmering shakers, tinny metallic percussions and mellow sustained brass melody. It sounds passionate, emotional and soulful.",passionate|emotional,01PzcPKT3_E,,30,40
01hjVJN9xCg,"A low fidelity recording of a gospel choir with group vocals, a female singer, a male rapper, piano, a busy kick pattern, finger snaps and a slow tempo. The mood is hopeful and spiritual.",piano|slow tempo,01hjVJN9xCg,,30,40
0298WjE3_tk,"A female singer sings and chants with Emily. The tempo is fast with a quick drumming rhythm, percussive bass line, strong drumming rhythm and keyboard accompaniment. The song is exciting and energetic. The song is an anime show soundtrack.",fast tempo|exciting|energetic|passionate,0298WjE3_tk,,20,30
02Qntw26enM,This audio contains a theremin playing a melody in the higher register along to an acoustic piano recording in the background. This song may be practicing theremin playing along with a backing track.,amateur recording,02Qntw26enM,,90,100
03frQGyrgQ4,The song is an instrumental. The song is in slow tempo with a theremin playing a melancholic melody with a guitar accompaniment. The song is emotional and lilting. The audio quality is poor.,emotional|poor audio quality|romantic|live performance|instrumental music|slow tempo|emotional,03frQGyrgQ4,,30,40
03z0rpIkm5g,"The low quality recording features a reggae/dub song that consists of a flat male vocal singing over punchy 808 bass, punchy snare, shimmering hi hats and groovy piano chords. It sounds energetic, groovy and the recording is noisy and in mono - due to the fact that the sound is coming from the right channel only.",low quality|mono|noisy|flat male vocal|punchy snare|shimmering hi hats|energetic,03z0rpIkm5g,,30,40
04NjXsLyCl4,A loud cymbal sound is opening the space for a digital drum playing a simple groove when an e-guitar-like sound comes in and plays a melody on top. This is an amateur recording. This song may be playing in a sensual movie scene.,slow tempo|amateur recording,04NjXsLyCl4,,30,40
05JAmKFVy44,"The low quality recording features a kids song played through some kind of toy, and it consists of low male vocal singing over some key chords. It sounds distorted and crushed. The recording is noisy and in mono, as it was probably recorded with a poor quality microphone.",low quality|noisy|mono,05JAmKFVy44,,20,30
05OJDYeHLMc,This audio contains very strong deep percussive hits and a e-guitar sound also serving as bass. A male voice is singing with a little bit of reverb on his voice. In-between the breaks male voices are singing a melody. This song may be playing in an action movie.,e-guitar,05OJDYeHLMc,,30,40
06Brdf83RZE,This is a teen pop music piece. There is a teen female vocalist singing melodically. The main tune is being played by the acoustic guitar. There is a bass guitar playing in the background. The electronic drums provide the rhythmic background. The piece has an easygoing atmosphere. This piece could be an opening theme for a teenage drama movie/TV show. It could also be playing in the background at a clothing store.,acoustic guitar|bass guitar|electronic drums|easygoing,06Brdf83RZE,,30,40
06IU9WsEp3s,"A male vocalist sings this enthusiastic latin melody. The tempo is medium with keyboard harmony, rhythmic Spanish guitar,percussive congas, bongos and guiro with tambourine beats. There is a loud siren-like sound superimposed over the song. The song is lively, simple,emotional, youthful, rhythmic, catchy with a latin dance grove.",groovy|upbeat|youthful|keyboard harmony,06IU9WsEp3s,,130,140
07-3grCQ8EU,"This is a Polish folk music piece meant to be played at weddings. This is an instrumental piece. The melody is played by a Polish fiddle, while there are occasional notes that can be heard from the background of an instrument that sounds like a mandolin. The rhythmic background is probably from the Polish percussive instrument baraban. There is a joyful atmosphere. This piece could be played at Polish weddings or it could be used in the soundtrack of a historical movie or a TV show that takes place in an Eastern European town.",instrumental,07-3grCQ8EU,,30,40
07FxCXxknY4,This audio contains an acoustic guitar. The piece is played in fingerstyle. Meaning that the chords and the melody are played at the same time. The guitar has some reverb on it. This song may be playing live at an art gallery.,acoustic guitar|medium tempo,07FxCXxknY4,,30,40
07mS0mSTDjY,"This is an amateur recording of an Afro-cuban dance music performance. There are male vocals singing joyfully. There is a percussion orchestra made up of diverse elements such as the conga, the bongo and the timbales are playing in the rhythmic background. The atmosphere is lively and vibrant. Although the audio quality is not that great, this piece can still be sampled for use in beat-making.",amateur recording|percussion,07mS0mSTDjY,,30,40
07xGXxIHOL4,"A male vocalist sings this soft love song. The tempo is slow with a romantic piano accompaniment, groovy bass line, steady drumming and ambient saxophone harmony. The song is a romantic, emotional, mellow, sentimental, proposal or wedding song. This song is a R&B/Soul song.",male singer|slow tempo|romantic|emotional,07xGXxIHOL4,,110,120
08mf5GxT820,A digital drum is playing a simple rhythm along with a synth bassline. A very pregnant synth lead i s playing a catchy and repeating melody in the higher register. In the background you can hear feet stumping noises. This song may be playing in a club.,amateur recording,08mf5GxT820,,30,40
08u-jdwjM74,This pop song features a male voice singing the main melody. This is accompanied by programmed percussion playing a simple beat. The snare is struck on alternate counts. The bass plays the root notes of the chords. A synth plays chords on the first count of every bar. A shaker plays a pattern in the background. The mood of this song is romantic. This song can be played in a romantic movie.,male voice|bass|slow tempo,08u-jdwjM74,,300,310
09lQmg2wvsY,Someone is playing a bunch of different digital sounds that are arpeggiated and rising in pitch with dissonant harmonies. This is an amateur recording.,amateur recording,09lQmg2wvsY,,100,110
0ADP-O_V3vA,"This song is a lively Ukrainian duet. The tempo is fast and upbeat with a bright keyboard harmony, infectious drumming , groovy bass line and rhythmic acoustic guitar. The music is energetic, enthusiastic, lively, high-spirited , cheerful, happy, warm, buoyant and catchy with a simple melody. This song is a Ukrainian Pop song.",fast tempo|upbeat|spirited|energetic|cheerful|pop|keyboard harmony,0ADP-O_V3vA,,30,40
0AGHo8V8HpM,"This music is instrumental. The tempo is fast with a spirited cello and harpsichord accompaniment. The music is lively, intense, rich, complex , exquisite and engaging. This music a Western Classical.",instrumental|fast tempo,0AGHo8V8HpM,,130,140
0AhX-ReXovI,"Someone is playing a simple groove on tablas. In the background you can hear a backing track playing a flute melody along with synth pads, shaker/chime sounds and a tambourine. This song may be playing practicing tablas at home.",amateur recording|pop|medium tempo,0AhX-ReXovI,,120,130
0DYH0sqDXB8,"The low quality recording features synth pad chords and synth keys chords played over punchy snare, heartbeat kick and shimmering hi hats. It sounds easygoing, chill and groovy.",low quality|punchy snare|shimmering hi hats|easygoing|groovy,0DYH0sqDXB8,,30,40
